gameId,gameConfig,start,end,text,speaker,trial,role,echo,description
5LuHx6piA3FAjEEvF,game71,128.58,133.46,"turns you got it right. And if you guess incorrectly, you'll get a sad face. But that's okay,",R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,133.46,139.42,"because we have a lot of turns to help you guess correctly. Now, again, if you have the black box,",R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,139.42,140.42,what are you?,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,140.42,149.86,"Um, smiley.",id129,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,140.42,149.86,"If you have the black box, you're the teller. So you're telling what you see",R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,149.86,153.14,"is that the black box. And if you don't have the black box, then what are you?",R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,153.14,154.14,The guesser.,id130,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,154.14,155.14,Exactly.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,155.14,158.64,You're the guesser and you're helping to Murphy guess based on what's being told to you.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,158.64,161.64,So you tap what you think it is.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,161.64,162.64,Okay?,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,162.64,163.64,Alright.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,163.64,165.64,Now you can start.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,165.64,168.64,You know how to play.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,168.64,170.64,So just press the boot button to start.,R,NA,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,170.64,173.64,And who has the black box?,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,173.64,175.64,I have the black box.,id130,0,S,NA,NA
5LuHx6piA3FAjEEvF,game71,175.64,176.64,So you're the teller.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,176.64,177.64,That means you're the guesser.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,177.64,180.14,So do you want to tell [id129] what you see into the black box?,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,180.14,183.64,You can just hold Smurphy in your hands.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,184.64,185.64,Thank you.,id129,0,L,NA,NA
5LuHx6piA3FAjEEvF,game71,185.64,186.64,Banana.,id130,0,S,NA,Banana
5LuHx6piA3FAjEEvF,game71,186.64,187.64,Okay.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,187.64,191.64,"Did you hear, [id130]?",R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,191.64,193.64,Do you want to guess that?,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,193.64,194.64,Banana.,id129,0,L,NA,NA
5LuHx6piA3FAjEEvF,game71,194.64,196.64,So you can tap that on your screen.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,196.64,199.64,Great job.,R,0,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,199.64,201.64,Now you guys switch.,R,1,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,201.64,204.64,So now you say what you seen the black box are being.,R,1,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,204.64,205.64,Bird.,id129,1,S,NA,NA
5LuHx6piA3FAjEEvF,game71,205.64,207.64,I mean Seagull.,id129,1,S,NA,Seagull
5LuHx6piA3FAjEEvF,game71,207.64,214.64,Did you hear what [id129] said?,R,1,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,214.64,218.64,"Okay, so now you can just guess based off what she told you.",R,1,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,218.64,219.64,Seagull.,id130,1,L,NA,NA
5LuHx6piA3FAjEEvF,game71,219.64,222.64,So yeah you wanna tap that on your screen.,R,1,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,222.64,224.64,Great job.,R,2,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,224.64,226.64,Now you can switch again,R,2,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,226.64,230.64,"Oh, yeah, you can switch and give Smurphy to [id129] to help him guess.",R,2,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,230.64,231.64,Okay.,R,2,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,231.64,232.64,House.,id130,2,S,NA,House
5LuHx6piA3FAjEEvF,game71,232.64,233.64,House.,id129,2,L,NA,NA
5LuHx6piA3FAjEEvF,game71,235.64,240.64,Yay!,R,3,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,240.64,245.64,Flamingo,id129,3,S,NA,Flamingo
5LuHx6piA3FAjEEvF,game71,245.64,247.64,Swimming duck.,id130,3,L,NA,NA
5LuHx6piA3FAjEEvF,game71,247.64,249.64,Swimming duck.,id130,3,L,NA,NA
5LuHx6piA3FAjEEvF,game71,249.64,253.64,So you want to press on your screen to guess.,R,3,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,253.64,254.64,Yay!,R,4,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,254.64,258.64,"All right, Smurphy is so happy you guys are guessing for him.",R,4,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,258.64,264.64,"Uh, What is that?",id130,4,S,NA,NA
5LuHx6piA3FAjEEvF,game71,264.64,265.64,You can just try your best,R,4,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,265.64,268.64,Just try the best to tell [id129] what you see.,R,4,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,268.64,271.64,A boat,id130,4,S,NA,A boat
5LuHx6piA3FAjEEvF,game71,268.64,271.64,boat?,id129,4,L,NA,NA
5LuHx6piA3FAjEEvF,game71,271.64,276.64,You can just press your best guess.,R,4,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,276.64,281.64,"Aw, okay, that was incorrect, but it's okay.",R,5,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,281.64,282.64,You can try it again.,R,5,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,282.64,289.64,Person.,id129,5,S,NA,Person
5LuHx6piA3FAjEEvF,game71,289.64,290.64,Person.,id130,5,L,NA,NA
5LuHx6piA3FAjEEvF,game71,292.64,294.64,Great job.,R,6,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,294.64,307.64,Do you want to tell [id129] what you see in the black box?,R,6,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,307.64,311.64,Person?,id130,6,S,NA,Person
5LuHx6piA3FAjEEvF,game71,311.64,313.64,Nice job,R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,313.64,318.64,Boat,id129,7,S,NA,Boat
5LuHx6piA3FAjEEvF,game71,318.64,320.64,Oat?,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,320.64,323.64,Mm-hmm.,id129,7,S,NA,NA
5LuHx6piA3FAjEEvF,game71,320.64,323.64,Wheres the oat?,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,323.64,325.64,No boat!,id129,7,S,NA,NA
5LuHx6piA3FAjEEvF,game71,325.64,327.64,oh,R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,327.64,328.64,okay,R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,328.64,332.64,is that what you see in the black box [id129]?,R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,332.64,334.64,okay,R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,332.64,334.64,boat.,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,334.64,339.64,just try to just try your best to guess [id130],R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,339.64,340.64,Uhh,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,340.64,342.64,Boat?,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,342.64,346.64,Boat.,id129,7,S,NA,NA
5LuHx6piA3FAjEEvF,game71,342.64,346.64,Boat.,id130,7,L,NA,NA
5LuHx6piA3FAjEEvF,game71,346.64,351.64,"Oh, try tapping again.",R,7,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,351.64,355.64,"Nice job, you guess correctly.",R,8,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,355.64,363.64,Person walking.,id130,8,S,NA,Person walking
5LuHx6piA3FAjEEvF,game71,363.64,366.64,"Yay, great job.",R,9,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,366.64,368.64,Let's pass smurphy.,R,9,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,372.64,374.64,Person.,id129,9,S,NA,Person
5LuHx6piA3FAjEEvF,game71,374.64,378.64,Yay!,R,10,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,378.64,379.64,Okay.,R,10,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,379.64,380.64,Pass Smurphy.,R,10,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,380.64,382.64,"Oh,",id130,10,S,NA,NA
5LuHx6piA3FAjEEvF,game71,382.64,386.64,Uh... racecar?,id130,10,S,NA,Racecar
5LuHx6piA3FAjEEvF,game71,386.64,388.64,Okay.,R,10,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,388.64,390.64,Yay!,R,11,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,390.64,391.64,Boat,id129,11,S,NA,Boat
5LuHx6piA3FAjEEvF,game71,391.64,398.64,"Okay, that was incorrect, but it's okay, we can try again.",R,12,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,398.64,403.64,Hey! I got the same thing too,id129,12,L,NA,NA
5LuHx6piA3FAjEEvF,game71,398.64,403.64,Racecar,id130,12,S,NA,Racecar
5LuHx6piA3FAjEEvF,game71,403.64,405.64,Yay!,T,12,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,405.64,406.64,Yay!,R,13,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,406.64,407.64,Person.,id129,13,S,NA,Person
5LuHx6piA3FAjEEvF,game71,408.64,417.64,"Okay, that was incorrect,",R,14,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,417.64,419.64,"But it's okay, we can try again.",R,14,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,419.64,423.64,I wish I said person walking.,id129,14,L,NA,NA
5LuHx6piA3FAjEEvF,game71,423.64,425.64,"Oh, it's okay.",R,14,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,425.64,427.64,Person walking.,id130,14,S,NA,Person walking
5LuHx6piA3FAjEEvF,game71,427.64,431.64,"Oh, is that a you see? Yeah.",R,15,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,431.64,434.64,Boat,id129,15,S,NA,Boat
5LuHx6piA3FAjEEvF,game71,434.64,444.64,"Yay, nice job. Let me pass, Smurphy.",R,16,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,444.64,447.64,Smurphy's so grateful.,R,16,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,447.64,452.64,"Um, animal?",id130,16,S,NA,Animal
5LuHx6piA3FAjEEvF,game71,452.64,455.64,Yay!,T,17,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,455.64,457.64,Yay!,R,17,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,457.64,462.64,Person walking.,id129,17,S,NA,Person walking
5LuHx6piA3FAjEEvF,game71,462.64,467.64,Nice job.,R,18,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,467.64,472.64,Person walking.,id130,18,S,NA,Person walking
5LuHx6piA3FAjEEvF,game71,472.64,479.64,Nice job.,R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,479.64,484.64,"Uh, racecar.",id129,19,S,NA,Racecar
5LuHx6piA3FAjEEvF,game71,484.64,485.64,Racecar.,id130,19,L,NA,NA
5LuHx6piA3FAjEEvF,game71,485.64,487.64,Yay!,T,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,489.64,496.64,You guys finished the game. Thank you guys so much.,R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,496.64,499.64,Smurphy says thank you.,R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,499.64,502.64,"Thank you guys so much. Okay, the game is finished.",R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,502.64,504.48,and now can go back to the classroom.,R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,505.48,506.88,I hope you guys enjoyed it.,R,19,NA,NA,NA
5LuHx6piA3FAjEEvF,game71,509.68,510.88,"[id130], get up!",id129,19,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,0,4.24,"Alright, now you're on camera and if you ever want to leave the game, just let me know, okay?",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,4.24,5.24,How do you do it?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,5.24,7.24,I'm about to explain.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,7.24,8.24,Okay.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,8.24,9.24,First me.,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,9.24,11.76,"Oh, I can explain to you guys at the same time.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,11.76,12.76,Alright.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,12.76,15.76,Can you two at a time?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,15.76,17.88,"Yeah, we'll do both at the same time.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,17.88,20.4,So in this game we're going to be playing a matching game.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,20.4,24.4,"Before that, we're going to practice touching our iPads and playing a game with popping bubbles.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,24.4,27.4,So you guys can click the blue button on your screen.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,27.4,28.4,This?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,28.4,29.4,You can tap it.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,29.4,30.4,You can tap it.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,30.4,31.4,What color?,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,31.4,35.4,And then now you just tap all the bubbles to pop them.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,35.4,39.4,"Yeah, you want to tap all of them.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,39.4,41.4,Let me turn your volume up.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,41.4,43.4,What are all X?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,43.4,45.4,"Yeah, the X comes down until you popped it.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,45.4,47.4,"So good job, [id131].",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,47.4,50.4,What are all X?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,50.4,56.4,"Good job. Great job, [id131], you popped all of them. And that's our friend Smurphy.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,56.4,58.4,"Okay, you can pop these ones too.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,58.4,59.4,Like him.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,59.4,61.4,"Exactly, this is Smurphy.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,61.4,64.4,What I had to do.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,64.4,66.4,I'll explain.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,66.4,70.4,"Alright, great job popping the bubbles, guys. Thank you so much.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,70.4,73.4,"Okay, so now I'm going to explain the matching game.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,73.4,74.4,So in the matching game...,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,74.4,77.4,"Oh, don't touch Smurphy, yeah. Okay.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,77.4,79.4,I'll just put our iPads right here while I explain.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,79.4,83.4,"Okay, so in the game, it is our job to help Smurphy.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,83.4,85.4,This is Smurphy. Do you want to say hi?,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,85.4,86.4,Hi.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,86.4,87.4,Hi.,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,87.4,89.4,Smurphy says hi back.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,89.4,94.4,"Great. Now, on your screens, you're each going to see two pictures.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,94.4,95.4,Okay.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,95.4,98.4,"For one of you, a picture will be inside of a black box.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,98.4,103.4,It's Smurphy's job to guess which picture is inside of the black box.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,103.4,106.06,"Now, if you see the black box on your screen,",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,103.4,106.06,Look!,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,106.06,107.64,"Oh, let's focus on my instructions.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,107.64,110.24,"Please, do you want to focus on what I'm saying?",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,110.24,112.68,So that way we can help Smurphy in the game?,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,112.68,115.08,But why this not three?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,115.08,116.08,Huh?,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,116.08,118.72,Why do game teacher not in three?,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,118.72,120.28,"Oh, it's game room two.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,120.28,121.66,But let me get back to the game.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,121.66,124.94,"So again, if you have the black box, you're the teller.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,124.94,128.06,So it's your job to tell Smurphy what you see in the black box.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,128.42,130.5,"So if you saw this, you would say, banana.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,131.34,134.54,"Now, if you don't have the black box,",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,134.84,137.62,that means you're the guesser and you're holding Smurphy,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,137.62,139.24,and you're helping Smurphy guess.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,139.84,141.76,"When you think you know what's being told to you,",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,142.06,143.52,you tap it on your screen.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,143.92,146.08,"So if someone tells you what's in the black box,",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,146.08,150.3,you tap it on your screen if you're holding Smurphy to help smurphy guess.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,150.84,151.22,All right?,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,151.66,156.34,"Now, if you guess correctly, you're going to get a happy face and you're going to hear a nice sound.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,156.68,159.24,"But if you get it wrong, you're going to get a sad face.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,159.52,162.18,But that's okay because you have a lot of tries to get it right.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,162.92,163.32,All right?,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,163.44,164.66,I can get it right.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,164.86,165.16,Okay.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,165.58,168.94,"Now, remember, if you have the black box, what are you?",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,172.18,172.92,Touch it,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,172.92,176.04,"Oh let's wait, [id132]",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,176.04,178.1,"Now, if you don't have a black box, then what are you?",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,181.28,182.24,Don't touch it.,id131,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,182.82,186.26,"Okay, actually, when you don't have a black box, you're touching it.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,186.26,187.26,So you're the guesser.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,187.26,190.72,"And when you do have a black box, you're telling and you're not touching.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,190.72,191.96,So yeah.,R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,191.96,193.76,"But yeah, now we're ready to start.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,193.76,195.68,"So when you're ready, just tap the blue button.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,195.68,196.68,Beep,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,196.68,199.68,"Yeah, you can tap there.",R,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,199.68,200.68,Alright.,id132,NA,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,200.68,202.68,Now who was the black box?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,200.68,202.68,Hrmph,id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,202.68,204.68,Do you have the black box?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,202.68,204.68,Bop.,id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,204.68,207.68,"Okay, so that means you're the guesser.",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,207.68,209.68,"Okay, no, let's not show [id131] you see.",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,209.68,213.68,So do you want to tell [id131] what you see the black box [id132]?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,213.68,216.68,Do you want to tell him what you see?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,216.68,220.68,"Oh, you're not tapping it, so...",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,220.68,223.68,"Do you want to tell [id131] what you see, [id132]?",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,223.68,228.68,"[id132], do you want to tell [id131] what you see in the black box?",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,223.68,228.68,[laughter],id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,228.68,233.68,"Oh, you don't show me, but you want to say, do you know what this is, [id132]?",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,228.68,233.68,[screech] [laugh],id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,233.68,238.68,[id132] how old are you?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,238.68,243.68,"Okay, you're four? Okay, do you want to say if you see the black box?",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,238.68,243.68,I'm four too!,id131,0,L,NA,NA
yubEzRSKnPkFZDJWS,game72,243.68,245.68,Pop. [laughter],id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,245.68,252.68,"[id132], Smurphy really wants help guessing, so he'd really appreciate it if you could help him guess by saying.",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,252.68,256.68,what you see in the black box.,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,252.68,256.68,Pop pop... a apple haha,id132,0,S,NA,An apple
yubEzRSKnPkFZDJWS,game72,256.68,259.68,"Okay, did you hear that?",R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,259.68,260.68,What?,id131,0,L,NA,NA
yubEzRSKnPkFZDJWS,game72,260.68,262.68,Do you want to say that again so [id131] can hear?,R,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,262.68,263.68,[laughter] Apple hee hee,id132,0,S,NA,NA
yubEzRSKnPkFZDJWS,game72,263.68,264.68,Apple?,id131,0,L,NA,NA
yubEzRSKnPkFZDJWS,game72,264.68,266.68,Mm-hmm,R,0,NA,"Possible echo. id131 couldn't hear id132 very well, so I confirmed that he heard correctly",NA
yubEzRSKnPkFZDJWS,game72,266.68,268.68,[laughter],id132,0,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,268.68,270.68,Great job.,R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,270.68,271.68,Okay.,R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,271.68,276.68,"Now you're going to wait for [id131] to tell you what he sees and then to happen, okay?",R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,276.68,278.68,"So what do you see, [id131]?",R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,278.68,281.68,"Um, a bird",id131,1,S,NA,A bird
yubEzRSKnPkFZDJWS,game72,281.68,282.68,Okay.,R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,282.68,284.68,I see a dog! heehee,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,284.68,287.68,"Oh, but you see two pictures.",R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,287.68,290.68,Do you want to tap which one [id131] told you?,R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,290.68,292.68,A bug,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,292.68,294.68,Berg,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,294.68,295.68,Berg,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,295.68,298.68,Berg,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,298.68,299.68,Berg,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,299.68,302.68,"Just try tapping it again, just harder.",R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,302.68,303.68,Pack it.,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,303.68,304.68,Pack it.,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,304.68,306.68,"Oh, try pressing it for longer.",R,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,306.68,307.68,Bug.,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,307.68,308.68,Bug.,id132,1,L,NA,NA
yubEzRSKnPkFZDJWS,game72,308.68,309.68,Yay!,T,1,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,309.68,310.68,Nice job.,R,2,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,310.68,311.68,You guessed it right.,R,2,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,311.68,312.68,Okay.,R,2,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,312.68,315.68,"Alright, do you want to say what you see in the black box?",R,2,NA,NA,NA
yubEzRSKnPkFZDJWS,game72,315.68,317.68,What is the black box?,id131,2,L,NA,NA
yubEzRSKnPkFZDJWS,game72,317.68,318.68,A boat! hahaha,id132,2,S,NA,A boat
